,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
37,0.0010628938674926759,4.7047114714174566e-05,0.00038225650787353515,6.679670408329904e-05,0.01,4,0.15,poly,"{'C': 0.01, 'degree': 4, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
227,0.0010560989379882813,1.837438640386768e-05,0.0003607988357543945,1.765844916568375e-05,0.1,4,0.1,poly,"{'C': 0.1, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
31,0.0010350704193115234,1.642570780872756e-05,0.00036242008209228513,1.6497618173943967e-05,0.01,3,0.2,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
187,0.0010778665542602538,3.759120113452174e-05,0.00037026405334472656,1.5055902023230963e-05,0.07,5,0.1,poly,"{'C': 0.07, 'degree': 5, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
39,0.0010667562484741211,3.6826996877755416e-05,0.0003644227981567383,1.2843328035257673e-05,0.01,4,0.2,poly,"{'C': 0.01, 'degree': 4, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
131,0.0011857032775878906,7.035196998811681e-05,0.0004593849182128906,9.667018154054908e-05,0.05,4,0.1,poly,"{'C': 0.05, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
233,0.0010325193405151367,1.0752149260185142e-05,0.0003629446029663086,1.3756586731656609e-05,0.1,5,0.05,poly,"{'C': 0.1, 'degree': 5, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.69,0.029999999999999992,171
235,0.0010396242141723633,1.3809046856369544e-05,0.0003629922866821289,1.600648305095085e-05,0.1,5,0.1,poly,"{'C': 0.1, 'degree': 5, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
45,0.0010943651199340821,0.00011746815645840532,0.0003848075866699219,5.541373012946204e-05,0.01,5,0.15,poly,"{'C': 0.01, 'degree': 5, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
225,0.0011309146881103515,2.2893696359499238e-05,0.00037953853607177737,2.017574876850779e-05,0.1,4,0.05,poly,"{'C': 0.1, 'degree': 4, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.69,0.029999999999999992,171
185,0.0010880708694458007,1.603160635967107e-05,0.0004075765609741211,4.19248411185696e-05,0.07,5,0.05,poly,"{'C': 0.07, 'degree': 5, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.69,0.029999999999999992,171
67,0.0010731935501098633,2.2733946014724924e-05,0.00035953521728515625,1.3939231483479064e-05,0.03,2,0.1,poly,"{'C': 0.03, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.69,0.029999999999999992,171
85,0.001060175895690918,1.2615046725117855e-05,0.0003691196441650391,1.4146401192692304e-05,0.03,4,0.15,poly,"{'C': 0.03, 'degree': 4, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
91,0.0010449647903442382,2.1428631628391594e-05,0.0003686666488647461,1.0743687205654554e-05,0.03,5,0.1,poly,"{'C': 0.03, 'degree': 5, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
139,0.0010331392288208008,1.6300596478569414e-05,0.0003582000732421875,1.2826476390798253e-05,0.05,5,0.1,poly,"{'C': 0.05, 'degree': 5, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
77,0.0010615825653076173,2.4068045578727503e-05,0.00038695335388183594,3.9959978076854976e-05,0.03,3,0.15,poly,"{'C': 0.03, 'degree': 3, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
171,0.0010467290878295899,1.662823882607328e-05,0.0003678560256958008,1.6266875259396278e-05,0.07,3,0.1,poly,"{'C': 0.07, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
137,0.001038360595703125,1.3091676852579043e-05,0.0003615379333496094,1.382178121097849e-05,0.05,5,0.05,poly,"{'C': 0.05, 'degree': 5, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.69,0.029999999999999992,171
125,0.0010574817657470702,2.7605782963648452e-05,0.0003665924072265625,1.687026684107421e-05,0.05,3,0.15,poly,"{'C': 0.05, 'degree': 3, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
177,0.001090669631958008,1.3909921022607309e-05,0.00035598278045654295,1.357288722976081e-05,0.07,4,0.05,poly,"{'C': 0.07, 'degree': 4, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.69,0.029999999999999992,171
179,0.001055765151977539,1.1304561050572206e-05,0.0003741741180419922,2.0342903719164795e-05,0.07,4,0.1,poly,"{'C': 0.07, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
123,0.0011188030242919923,8.882934903958932e-05,0.00037217140197753906,1.3379510255478583e-05,0.05,3,0.1,poly,"{'C': 0.05, 'degree': 3, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
83,0.0010580062866210938,1.0320633313810568e-05,0.00036761760711669924,1.2327162820633524e-05,0.03,4,0.1,poly,"{'C': 0.03, 'degree': 4, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.8,0.6,0.7,0.7,0.7,0.7,0.6,0.69,0.05385164807134505,171
43,0.0010371208190917969,1.566684022516886e-05,0.00035979747772216795,1.0612412419178323e-05,0.01,5,0.1,poly,"{'C': 0.01, 'degree': 5, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.6,0.7,0.7,0.7,0.7,0.6,0.6799999999999999,0.039999999999999994,196
121,0.0010724544525146484,3.5361711257334146e-05,0.0003750085830688477,2.3578729603902417e-05,0.05,3,0.05,poly,"{'C': 0.05, 'degree': 3, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.6799999999999999,0.039999999999999994,196
153,0.001101064682006836,0.00014748164756190295,0.00036597251892089844,1.1176721222635541e-05,0.07,1,0.05,poly,"{'C': 0.07, 'degree': 1, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.6799999999999999,0.039999999999999994,196
209,0.001178407669067383,6.290367764000448e-05,0.0004360675811767578,5.871170667342079e-05,0.1,2,0.05,poly,"{'C': 0.1, 'degree': 2, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.6799999999999999,0.039999999999999994,196
89,0.0010434627532958985,7.957753599332827e-06,0.00037393569946289065,2.3909520458096363e-05,0.03,5,0.05,poly,"{'C': 0.03, 'degree': 5, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.6799999999999999,0.039999999999999994,196
129,0.0011074066162109375,1.6124148208473194e-05,0.0003701686859130859,1.643608644205969e-05,0.05,4,0.05,poly,"{'C': 0.05, 'degree': 4, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.6799999999999999,0.039999999999999994,196
81,0.0011078119277954102,1.244592939746345e-05,0.00037653446197509765,1.4014896288086638e-05,0.03,4,0.05,poly,"{'C': 0.03, 'degree': 4, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.6799999999999999,0.039999999999999994,196
169,0.0010828018188476563,6.393257214955646e-05,0.0003946542739868164,5.4146748992316654e-05,0.07,3,0.05,poly,"{'C': 0.07, 'degree': 3, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.7,0.6,0.6799999999999999,0.039999999999999994,196
17,0.0012023448944091797,5.9122712161868994e-05,0.0004975795745849609,8.234537319385716e-05,0.01,2,0.05,poly,"{'C': 0.01, 'degree': 2, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
15,0.0010192394256591797,1.1401793671816199e-05,0.00035879611968994143,1.688920932877653e-05,0.01,1,0.2,poly,"{'C': 0.01, 'degree': 1, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
13,0.0010340452194213868,3.8266954384491395e-05,0.0003632783889770508,1.8459526731126893e-05,0.01,1,0.15,poly,"{'C': 0.01, 'degree': 1, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
113,0.0010770797729492188,1.3809026274405485e-05,0.00035922527313232423,1.585189533936799e-05,0.05,2,0.05,poly,"{'C': 0.05, 'degree': 2, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
11,0.001009988784790039,7.839440715736755e-06,0.00035893917083740234,1.2479681132376133e-05,0.01,1,0.1,poly,"{'C': 0.01, 'degree': 1, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
145,0.000997638702392578,1.28949851720888e-05,0.00036132335662841797,1.718012253343388e-05,0.07,0,0.05,poly,"{'C': 0.07, 'degree': 0, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
9,0.001027369499206543,1.9914003697103163e-05,0.0003614664077758789,1.5410935075723127e-05,0.01,1,0.05,poly,"{'C': 0.01, 'degree': 1, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
53,0.0009836435317993164,1.8374958715154055e-05,0.00035247802734375,1.3677914091390023e-05,0.03,0,0.15,poly,"{'C': 0.03, 'degree': 0, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
199,0.0010876893997192384,6.79919000537333e-05,0.00040895938873291015,3.871921394844383e-05,0.1,0,0.2,poly,"{'C': 0.1, 'degree': 0, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
55,0.0011458873748779296,2.0099068023747668e-05,0.0005482912063598632,6.30913450291015e-05,0.03,0,0.2,poly,"{'C': 0.03, 'degree': 0, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
5,0.000991511344909668,7.798911886619389e-06,0.0003561973571777344,1.5971909565344223e-05,0.01,0,0.15,poly,"{'C': 0.01, 'degree': 0, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
57,0.0010148286819458008,8.919691205895524e-06,0.0003500938415527344,1.196766275838546e-05,0.03,1,0.05,poly,"{'C': 0.03, 'degree': 1, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
3,0.0009923219680786134,1.2731395856205455e-05,0.00035865306854248046,1.3811845717754752e-05,0.01,0,0.1,poly,"{'C': 0.01, 'degree': 0, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
73,0.001059103012084961,1.4934521525287782e-05,0.00036623477935791013,7.931459085128512e-06,0.03,3,0.05,poly,"{'C': 0.03, 'degree': 3, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
1,0.001002359390258789,1.2729319544573657e-05,0.0003644466400146484,1.5509380548176308e-05,0.01,0,0.05,poly,"{'C': 0.01, 'degree': 0, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
59,0.001022195816040039,1.1572121667570125e-05,0.0003677845001220703,2.254668420431174e-05,0.03,1,0.1,poly,"{'C': 0.03, 'degree': 1, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
147,0.0012152910232543946,0.00026812392813004715,0.00043759346008300783,9.681010991945904e-05,0.07,0,0.1,poly,"{'C': 0.07, 'degree': 0, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
7,0.0010068655014038087,1.723865252936637e-05,0.00036160945892333985,1.8116376576256134e-05,0.01,0,0.2,poly,"{'C': 0.01, 'degree': 0, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
19,0.0010751247406005859,1.641289845573059e-05,0.00035808086395263674,1.2973761179956643e-05,0.01,2,0.1,poly,"{'C': 0.01, 'degree': 2, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
21,0.00107421875,1.1675306940931877e-05,0.00035774707794189453,1.3818922660321298e-05,0.01,2,0.15,poly,"{'C': 0.01, 'degree': 2, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
41,0.0010296821594238282,1.127737520979139e-05,0.00036046504974365237,1.5978474501000732e-05,0.01,5,0.05,poly,"{'C': 0.01, 'degree': 5, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
197,0.0010297060012817382,2.334785073832438e-05,0.00038018226623535154,2.1909928023986708e-05,0.1,0,0.15,poly,"{'C': 0.1, 'degree': 0, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
161,0.0010808706283569336,1.4640240343911904e-05,0.00036487579345703127,1.008045481574789e-05,0.07,2,0.05,poly,"{'C': 0.07, 'degree': 2, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
49,0.0009764671325683594,7.540362145237761e-06,0.0003581047058105469,1.4417524547931339e-05,0.03,0,0.05,poly,"{'C': 0.03, 'degree': 0, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
33,0.0010870695114135742,2.3072772449061734e-05,0.0003632783889770508,1.8465068736538387e-05,0.01,4,0.05,poly,"{'C': 0.01, 'degree': 4, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
195,0.0011350393295288086,0.0001256931375248032,0.0003901243209838867,2.167041275589526e-05,0.1,0,0.1,poly,"{'C': 0.1, 'degree': 0, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
51,0.0009798288345336914,1.8744628806583902e-05,0.00036408901214599607,2.6082698342653272e-05,0.03,0,0.1,poly,"{'C': 0.03, 'degree': 0, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
97,0.0009968042373657226,8.105846003164592e-06,0.0003580331802368164,9.315456600032987e-06,0.05,0,0.05,poly,"{'C': 0.05, 'degree': 0, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
65,0.0011107683181762694,3.0179959471178364e-05,0.0003722667694091797,2.099145273824482e-05,0.03,2,0.05,poly,"{'C': 0.03, 'degree': 2, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
101,0.00099334716796875,5.318604982689775e-06,0.0003608226776123047,8.950196623281808e-06,0.05,0,0.15,poly,"{'C': 0.05, 'degree': 0, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
193,0.0010316848754882812,2.4913041727589913e-05,0.00036323070526123047,1.0511663985905451e-05,0.1,0,0.05,poly,"{'C': 0.1, 'degree': 0, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
25,0.0010376691818237305,1.2893155647502887e-05,0.0003631353378295898,1.927697885262552e-05,0.01,3,0.05,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
103,0.0010136842727661132,3.644718317181666e-05,0.0003620624542236328,1.0891424159194636e-05,0.05,0,0.2,poly,"{'C': 0.05, 'degree': 0, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
151,0.00099334716796875,1.46758981939899e-05,0.00035424232482910155,1.4944414306601656e-05,0.07,0,0.2,poly,"{'C': 0.07, 'degree': 0, 'gamma': 0.2, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
105,0.001028752326965332,1.1519072194087315e-05,0.0003596067428588867,9.090628733703258e-06,0.05,1,0.05,poly,"{'C': 0.05, 'degree': 1, 'gamma': 0.05, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
149,0.0010155439376831055,3.970184808204566e-05,0.00035598278045654295,1.2873477356739988e-05,0.07,0,0.15,poly,"{'C': 0.07, 'degree': 0, 'gamma': 0.15, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
99,0.0009904861450195312,5.533365986014808e-06,0.00036716461181640625,1.797018259640815e-05,0.05,0,0.1,poly,"{'C': 0.05, 'degree': 0, 'gamma': 0.1, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6699999999999999,0.04582575694955839,204
